ID,TENANT_ID,PROPERTY_ID,RENT_MONTH,PENALTY_AMOUNT,CURRENT_RENT,RECEIVED_AMOUNT,PAYMENT_METHOD,CHEQUE_NUMBER,CHEQUE_DATE,BANK_NAME,BANK_BRANCH,ENTRY_CREATED_ON,ENTRY_UPDATED_ON,GROUP_PAYMENT_ID,PAYMENT_TYPE
60FDD3F7-F64E-49DE-AA0D-00A7EC793DB2,D157D2D5-CFEB-4DE8-BD11-9A24E6C14FDB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-21,0,2930,2930,1,,23-09-21,,,04:10.8,04:10.8,7983F452-5D86-46E6-8169-87042A55D922,0
1D29BE12-DE16-4560-AF38-00A91FFFE988,AD19B994-506E-43D2-A7C1-CFF692A00680,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-22,0,991,991,1,68,18-10-22,BOB,,07:31.7,07:31.7,39199397-9802-413D-9529-4A246E19335F,0
4282F191-CA92-40B5-80A1-00AF2FE80008,CA507A39-DE1D-47EF-BF0D-D77F68711482,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-23,0,2248,2248,1,537,27-03-23,BOB,,18:53.8,18:53.8,E6968CC9-5824-487D-B370-3AAEAADD880A,0
5CBB9705-E520-452E-9A48-00B40C95923D,EDFDEACE-2632-44B8-9896-397917190A61,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-24,0,3487,3487,1,,29-10-24,,,06:42.8,06:42.8,C5171838-F677-4BC1-9E16-3FBB9E90BB5F,0
8FBC4DB0-6B8F-4674-9CC0-00BC8D83EB93,B578B845-F194-4F79-B460-78C34F97B0D2,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-25,0,3171,3171,1,,24-02-25,,,37:07.7,37:07.7,354E0B4E-DB1C-45D6-A188-62727FC40897,0
FC8BFACC-274A-4B64-BFD9-00D1E14CAB00,698F2207-8FA3-4D80-B643-9046F17E9F0A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-20,0,1521,1521,1,0,31-12-20,SYNDICATE BANK,,09:14.5,09:14.5,9CCAFF3C-7D6A-43A4-A423-0BF7ED88A32C,0
E4071AC6-B3B0-4CB7-AD45-00D2D9721DC8,E9E34606-F943-4CD8-9A2B-6DD3C72EEBE6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-24,0,984,984,1,,15-05-24,,,57:34.8,57:34.8,6959B957-AC9E-4D5A-B843-997F08B8FE8B,0
B2AA46EB-6630-4F6F-BCBB-00D3EB12EC44,5FF9AD90-8013-478C-8C43-ABD93E82CADE,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-21,0,2572,2572,1,1249239414,02-03-21,,,00:31.5,00:31.5,75903BB6-CC86-4825-B1EF-0E89E3B7AFD2,0
7E352ADA-0732-41D8-A7A5-00DA3900EA58,C2D43DF8-8BCC-4108-8DD7-9D8598A8792F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,5224,5224,0,,29-03-22,,,13:47.8,13:47.8,797B2FB6-ACD8-4F5D-950D-923132192B2C,0
3933AF3D-1FEE-4F91-9054-00E2772D34C8,8506C776-DCBD-4D73-AC26-E1701676D498,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-25,0,2699,2699,1,,07-03-25,,,50:00.9,50:00.9,2FE52E48-BF8A-468B-B887-8087995FF51E,0
731E3FE1-2DCB-40A1-AF78-00EE4E243239,DD5C9C2A-5B73-4790-8C02-D3A0A7EC88D2,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-20,0,2517,2517,1,17444098814,22-06-20,ONLINE PAYMENT,,38:43.7,38:43.7,BF705AC4-4984-47B7-9AEC-848383CF23E8,0
59966F4D-98D1-4A5B-8461-00F19D69B439,1090DDB6-F7A0-4049-8FFE-16DF011639AC,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-22,0,919,919,1,191,21-12-22,BOB,,05:51.9,05:51.9,7AA268C2-C7F7-4E26-AB87-27A7162EE33B,0
F9298D9A-036F-4EE2-A4CE-00F5EF5D1CC5,2EC1FBC9-46B8-4B88-BA6C-9A878D4DBA56,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-23,0,2336,2336,1,,25-09-23,,,54:11.5,54:11.5,2F05CB9F-8EA3-4F04-B83D-2E71B24F3CEA,0
338A0638-3D4C-47B3-AFD7-00F629AA5C64,9A0FF731-26BC-42E5-AFC2-9B28B03EE9DB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-24,0,2410,2410,1,290981,15-02-24,PNB,,46:26.7,46:26.7,375BE249-882B-41A2-8805-851E7EBC28A6,0
87FEC87D-0798-4F3E-97A1-00F75D938DD3,D85A9EF7-7885-4DDB-A157-4A2B1DA5E938,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-23,0,2423,2423,1,,06-09-23,,,09:08.5,09:08.5,986AA1D1-4EC0-4BC0-A498-FC37757B4492,0
6B9356E7-8A5F-44F5-899A-00FCE6E9D17B,943EAF01-589E-4DC8-B1CE-8F49284C107B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-24,0,4076,4076,0,,26-06-24,,,40:51.2,40:51.2,84C4164F-45CB-4B7B-BADD-942A9D46544A,0
529AF975-3EF9-4A35-97AB-00FE0831B133,EC8814AE-DB00-4D81-8CBC-1880CF41CC4F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-22,0,1575,1575,0,,27-06-22,,,10:16.2,10:16.2,38A104AA-CFEE-45D6-BEB4-4E0EC7F66FEF,0
A20C40B4-F5B6-4DC9-B0F6-0102136494CB,BA3EF417-D8E7-4138-8D22-A675691B0C76,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-23,0,2955,2955,1,11662,28-12-23,BOB,,05:22.0,05:22.0,76C3C321-2908-4A71-8098-50C0DA03A667,0
F0AF430A-4499-4D63-B891-010543B69577,FC668B90-24F1-49E9-B571-9C8F7709969A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-24,0,4325,4325,1,,28-12-24,,,36:39.3,36:39.3,165EC9A5-4076-4562-954C-B7FA5D87ECF8,0
25E16590-2454-4ABD-A5D1-0106F9A13583,14AE5195-02FD-4E0A-BE0D-F2A10F630FB8,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-21,0,7837,7837,1,,11-08-21,,,46:37.8,46:37.8,E871A239-E584-4190-AB80-540130D2DB0A,0
97578124-4859-42B2-AD4D-01078776821E,D6E8744F-3A0D-4782-8EBD-5677AF694B79,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-21,0,7889,7889,1,,09-12-21,,,12:03.9,12:03.9,E34DC448-1684-4609-8CA7-0070864D0EB7,0
6C2C4027-FCC3-494F-9D1F-0120B5BE2563,EEB687EF-A186-4916-8591-3512DEFC43D6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-21,0,1887,1887,1,69564,16-06-21,DNS BANK,,19:43.6,19:43.6,0DD4AD78-70E6-4FCA-B89F-5D88D89A8CAC,0
CC637E73-7882-4095-B289-012181C0A1FA,80FCF1FF-F6E5-4780-A69B-56A154C62C06,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-20,0,2299,2299,1,0,11-06-20,NA,NA,09:46.6,09:46.6,1E05C544-705D-4901-98FA-6C67B9C1BD8B,0
9FDC2619-71B4-4AC7-AA4A-0125DB540C61,2410DBC5-5E1C-47C0-8344-2CC879274C93,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-22,0,4677,4677,1,2,01-09-22,KOTAK,,45:27.0,45:27.0,B27393B6-65D8-4289-AE73-535281F424AF,0
7775D7F0-A36C-49B7-92A7-0127F520C069,6240180E-4B9D-4E43-B102-AFA2D964847B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-21,0,1977,1977,1,128,24-02-21,BOB,,04:09.2,04:09.2,979F3292-6336-4302-8D0D-97C79FBE65C3,0
F7A91415-2006-469B-9D6C-01295893A0B0,83AEC2EF-E15D-422C-9D05-BDCF5A260215,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-23,0,1059,1059,1,,25-04-23,,,47:22.3,47:22.3,9B75681F-3061-4EC7-BB80-5F506B543250,0
C4953625-D891-468A-B6A7-012B715C4D4B,981C2DDE-5541-4A28-855D-83759712E01A,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-21,0,835,835,1,,20-12-21,,,25:56.1,25:56.1,2B7FA60A-573E-4B89-9BE5-AB7253EA44D9,0
94EA55A0-0234-46AB-81C8-012DDDD10BF2,A7CEDAD6-5E11-47B5-8963-2806C9E361DA,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-21,0,2164,2164,1,,31-03-21,,,53:45.7,53:45.7,89E1A10C-42D6-447F-B9FC-92E959CE03C7,0
F214F8DA-B215-4EE6-9300-0133979276C4,95C53034-F347-4906-8EFA-64834BA8A1A4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-07-20,0,1569,1569,0,,29-09-20,,,48:55.4,48:55.4,E5D6CD48-5BEF-4642-9581-2980DEB2970B,0
3F714C23-045C-4AF2-85A9-013CB7ADEE6B,906F1D09-E626-4146-88E3-3E9A2573E6AD,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-24,0,2587,2587,0,,27-03-24,,,52:27.0,52:27.0,CFC5784B-60C5-4007-ACF4-9324DDC6BA4D,0
FBA903FA-C2AC-4A56-BF7A-013F378B5836,38C3C10D-8C78-41D4-BD49-C6249CAB2076,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-23,0,2091,2091,0,,08-04-23,,,59:46.7,59:46.7,D4454313-E6DC-4E69-8346-68B6C5B04ACC,0
DA4B763C-D03A-4B42-96AD-01430FF29BEE,9A0FF731-26BC-42E5-AFC2-9B28B03EE9DB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-21,0,2152,2152,0,,05-03-21,,,42:32.7,42:32.7,6C79DD87-5E54-43FD-8426-EFDCC42E5349,0
77687CE8-0AB2-4AA4-A647-0146B4E5B1B7,9C2A2ADE-57F9-4C32-BBAD-3FD774646EF4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-12-22,0,4007,4007,1,31547,01-11-22,UBI,,20:27.6,20:27.6,DF013721-9BB4-4F4B-B946-118FDBF3A7D4,0
1E3378C3-A741-4220-B101-014E01826D21,85F962B6-32F5-4501-9FE9-1F725D37040D,AB23F556-57EC-4461-9A63-9975F3B67B50,01-01-22,0,1399,1399,1,962396,28-02-22,UBI,,01:34.8,01:34.8,A6122B00-9959-4B83-9EEB-C687CEF4F8C6,0
6D39F149-2443-4A2D-ADCA-015262C04B83,368A31EF-6E04-4244-9F87-3EC7B48C151B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-20,0,677,677,1,0,30-09-20,,,57:43.0,57:43.0,B109B133-2D52-4943-BE6D-055E159A51A0,0
794D96D0-EE74-4BAA-B345-0154AB887D4C,9F5F1692-0F35-4135-BD05-39800147FA15,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-23,0,1657,1657,0,,22-05-23,,,11:11.2,11:11.2,8AE11B9E-112B-4A3A-86B5-1CFEB62EBAF9,0
AA4DE17B-217C-4917-87AC-015542341B37,D9FA2F67-C77E-43ED-8275-6ED4DFC023D1,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-23,0,2513,2513,0,,22-09-23,,,58:49.5,58:49.5,0E55DF83-347D-4985-ACA6-E72F3917D0EF,0
A04255CE-F05C-457E-9354-01587DECBF34,9C2A2ADE-57F9-4C32-BBAD-3FD774646EF4,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-23,0,4007,4007,1,40350,08-06-23,UBI,,26:46.3,26:46.3,99C055F6-63FE-48AD-AC6C-96366AAB2D0A,0
877FE195-2570-4590-BAAE-015DEAD655EB,DADCC7D5-B425-440A-9635-E840F5099088,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-21,0,1565,1565,1,,29-06-21,,,53:08.7,53:08.7,E9EA77B6-92B7-47B9-8D75-047A83AFA03C,0
64813AD8-1144-450D-B305-0161C020E9A0,8A9CE070-EA7E-48E4-8CF1-85ADAB336BDF,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-23,0,2938,2938,0,,26-12-23,,,57:37.1,57:37.1,AC0DC17E-3B42-4237-B7F2-AAB2187FD32C,0
996E018A-7B9F-4186-98BA-01649FEE7505,B8E9601E-689A-44E2-A76D-C81A60510BBA,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-20,0,2712,2712,1,69213,15-05-20,NA,,53:39.3,53:39.3,DF392ADE-F46C-4879-BE71-AA600667D56D,0
590092E4-C4A0-48D9-AF95-016727A69E55,E0CC958E-52ED-48EE-B183-D8EC16546D35,AB23F556-57EC-4461-9A63-9975F3B67B50,01-10-22,0,2149,2149,1,,07-11-22,,,54:47.0,54:47.0,44FB4F11-04FF-4C4A-82D3-A01E6B5413A4,0
F648C6C7-48F7-4299-BEC9-0167A7BB2049,D89FE7FA-F970-4CF3-9E64-0A1D460F4175,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-21,0,2023,2023,0,,29-06-21,,,56:40.8,56:40.8,9E4889B5-63A1-4310-B4B3-3CFB27BCEF00,0
067E1B0E-07F1-4E75-B34A-0171A6461AB2,75DD556C-7CC7-4A05-869A-CEF0A93710B7,AB23F556-57EC-4461-9A63-9975F3B67B50,01-11-22,0,1720,1720,1,3,05-12-22,KOTAK,,48:08.6,48:08.6,41463162-757D-4520-9C79-A432CDED6D89,0
C7CACC8F-13DE-46C5-AA9F-017BFDE18F81,377E9178-EE55-45AB-88AB-9C6E7BA7624D,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-23,0,3336,3336,1,429,25-07-23,HDFC,,28:23.7,28:23.7,3C81DD47-9A31-417C-AD12-9542C69443C9,0
9DD1EBF6-285B-4933-827F-017C286AD5EF,B129655C-FD9F-40E4-9993-00F1C1694579,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-24,0,1770,1770,1,356312,12-06-24,COSMOS,,34:38.6,34:38.6,2361F0C6-5620-4A95-810E-E5595D2AF5DD,0
858152B4-DF31-46C7-92FA-017CA05EB6FE,4CAD2666-8D2F-4D62-A554-F2C19496D087,AB23F556-57EC-4461-9A63-9975F3B67B50,01-04-21,0,3114,3114,1,,23-06-21,,,19:11.6,19:11.6,035703AF-5612-4EBD-A619-125BBB34ECDD,0
04001CDF-AB2D-4648-ACD8-017D385C0D5C,68A73A96-EF6F-4DCF-A887-69B3BB9DFDD6,AB23F556-57EC-4461-9A63-9975F3B67B50,01-08-24,0,3538,3538,0,,03-10-24,,,19:36.2,19:36.2,E37E4290-FD77-4C7F-996C-4EBD5EF368B4,0
292761AE-D970-40A5-822F-018086B1F52D,C027D0ED-C078-4860-A157-BE5BBC06BA90,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-21,0,762,762,1,,22-02-21,,,40:58.6,40:58.6,2D8E06EE-C9A0-4EBF-BC0B-FA87C6DB72AB,0
4A0C3A55-B557-402D-A860-018272DF099A,1980E884-920A-4984-9CB8-25AF91C7FD14,AB23F556-57EC-4461-9A63-9975F3B67B50,01-03-22,0,6033,6033,1,1221,09-02-22,HDFC,,59:32.1,59:32.1,40DCF949-D371-40AF-B697-247100B32316,0
96744C7E-B772-4B43-9A5B-01847E3AE4BD,51A8A594-86B0-4C5D-A4C2-A40DFD1B19BB,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-20,0,3045,3045,1,0,08-08-20,NA,NA,16:11.8,16:11.8,6185511B-FF73-4FEF-9971-6A9BC8B0E346,0
80D117BD-4225-491F-AF0D-018646B05E67,BFA40CC9-2B9F-4E77-8E78-9D6F4802EA4B,AB23F556-57EC-4461-9A63-9975F3B67B50,01-02-21,0,2851,2851,1,BMCB210319000430,18-03-21,,,47:58.5,47:58.5,7CC90241-A786-4F06-9B94-D2C408542C4A,0
D13B5709-426B-4539-81B5-018881C76561,2D4E4DFD-286F-439D-93A1-6C282F7A0D8F,AB23F556-57EC-4461-9A63-9975F3B67B50,01-06-23,0,7664,7664,1,192,26-05-23,,,19:14.4,19:14.4,9C85DD9F-3FF8-43A8-9B3E-08A3E53500DC,0
93FC05BC-D7FE-4EFC-A081-018A9681147A,7172E4A7-D727-438E-9C8D-97FC8FD4BFE7,AB23F556-57EC-4461-9A63-9975F3B67B50,01-05-23,0,1711,1711,1,144,26-05-23,,,16:42.0,16:42.0,C0440AF8-6B9C-449A-8AF4-4E03DEE1B71C,0
3382D197-385F-431A-9C27-018BA70CAC94,EDFDEACE-2632-44B8-9896-397917190A61,AB23F556-57EC-4461-9A63-9975F3B67B50,01-09-20,0,2736,2736,0,,02-01-21,,,39:17.9,39:17.9,7E612E32-5D39-42EE-8D30-E9592166A0D0,0
